ms,red,ir,ratio,adcAvg,ratioSlope,AI
1068086574,16,82,0.1951,1048,0.0001,55
1068140574,15,78,0.1923,1052,0.0001,55
1068194574,15,79,0.1899,1051,0.0001,50
1068250574,16,81,0.1975,1047,0.0002,50
1068304574,17,80,0.2125,1051,0.0003,50
1068359574,16,80,0.2,1056,0.0003,50
1068413574,16,83,0.1928,1049,0.0001,45
1068468482,20,83,0.241,1049,0.0007,50
1068522589,16,80,0.2,1054,0.0011,45
1068578667,16,82,0.1951,1051,0.0013,45
1068632574,16,79,0.2025,1048,0.001,45
1068686574,13,78,0.1667,1048,0.0015,45
1068740574,15,77,0.1948,1053,0.0023,45
1068794574,14,77,0.1818,1050,0.0021,45
1068850576,16,79,0.2025,1047,0.0015,45
1068904574,15,81,0.1852,1049,0.0015,45
1068958574,15,79,0.1899,1051,0.0015,50
1069013574,16,80,0.2,1048,0.0014,50
1069067574,15,79,0.1899,1046,0.0013,50
1069121574,15,81,0.1852,1049,0.0013,45
1069177574,17,79,0.2152,1054,0.0013,45
1069231574,16,80,0.2,1048,0.0013,45
1069286589,16,80,0.2,1046,0.0013,45
1069340589,17,81,0.2099,1054,0.0014,50
1069394578,18,80,0.225,1050,0.0015,50
1069450378,17,80,0.2125,1051,0.0015,50
1069505574,15,78,0.1923,1054,0.0015,50
1069559574,17,84,0.2024,1054,0.0012,50
1069613574,16,80,0.2,1051,0.0012,50
1069667574,14,83,0.1687,1047,0.0008,50
1069721574,13,77,0.1688,1049,0.0003,50
1069777574,15,81,0.1852,1050,0.0001,50
1069832574,16,81,0.1975,1047,0,50
1069888569,17,79,0.2152,1050,-0.0003,50
1069942574,15,80,0.1875,1048,-0.0002,50
1069996900,19,79,0.2405,1053,-0.0006,50
1070051589,16,77,0.2078,1048,-0.0008,45
1070108319,18,79,0.2278,1050,-0.0009,50
1070162574,16,78,0.2051,1048,-0.001,50
1070216575,13,77,0.1688,1046,-0.0009,50
1070270574,17,79,0.2152,1051,-0.0009,50
1070324574,12,78,0.1538,1049,-0.001,50
1070380576,17,79,0.2152,1048,-0.0009,45
1070434574,14,78,0.1795,1049,-0.001,45
1070488574,15,80,0.1875,1052,-0.0012,50
1070543574,16,83,0.1928,1049,-0.0014,50
1070597574,16,80,0.2,1047,-0.0013,55
1070651574,16,84,0.1905,1047,-0.0014,55
1070708574,17,83,0.2048,1051,-0.0014,55
1070763049,13,83,0.1566,1045,-0.0015,55
1070816589,15,44,0.3409,1045,0.0009,55
1070870589,16,79,0.2025,1048,0.0007,50
1070924773,13,78,0.1667,1045,0.0011,50
1070980411,14,76,0.1842,1046,0.0014,55
1071035608,13,77,0.1688,1045,0.0016,50
1071089607,15,77,0.1948,1051,0.002,55
1071143608,13,76,0.1711,1049,0.0022,50
1071197608,15,77,0.1948,1048,0.0024,55
1071251608,12,75,0.16,1046,0.0026,55
1071307608,14,77,0.1818,1051,0.0025,55
1071361608,17,83,0.2048,1050,0.0026,55
1071415608,16,80,0.2,1048,0.0026,55
1071469610,17,83,0.2048,1052,0.0026,55
1071523608,15,80,0.1875,1051,0.0026,55
1071577608,15,80,0.1875,1048,0.0026,55
1071633589,19,46,0.413,1054,0.0041,50
1071687589,18,82,0.2195,1052,0.0042,50
1071742655,15,83,0.1807,1050,0.0042,50
1071796574,17,83,0.2048,1051,0.0042,50
1071851569,17,82,0.2073,1049,0.0048,55
1071907574,14,79,0.1772,1051,0.0025,50
1071962574,14,79,0.1772,1047,0.0028,50
1072016574,16,80,0.2,1046,0.0024,50
1072070574,13,77,0.1688,1050,0.0026,55
1072124574,14,76,0.1842,1050,0.0024,55
1072178574,13,76,0.1711,1048,0.0026,55
1072235573,16,77,0.2078,1048,0.0024,50
1072289607,15,79,0.1899,1050,0.0024,50
1072344066,16,78,0.2051,1050,0.0022,50
1072397586,15,46,0.3261,1045,0.0019,50
1072451586,17,78,0.2179,1050,0.0019,50
1072507606,14,47,0.2979,1050,0.002,50
1072561756,15,77,0.1948,1046,0.0019,50
1072615573,12,74,0.1622,1044,0.0018,50
1072669606,17,79,0.2152,1049,0.002,50
1072723606,13,77,0.1688,1050,0.0003,50
1072778606,13,77,0.1688,1049,-0.0001,55
1072834606,14,79,0.1772,1048,-0.0001,55
1072889606,12,78,0.1538,1049,-0.0007,50
1072943606,13,82,0.1585,1046,-0.0013,55
1072997607,14,44,0.3182,1046,0.0007,55
1073051607,14,77,0.1818,1045,0.0006,55
1073107463,14,79,0.1772,1048,0.0009,50
1073162586,14,77,0.1818,1045,0.0008,55
1073216586,13,80,0.1625,1044,0.001,55
1073270719,15,75,0.2,1051,0.0008,55
1073324607,13,75,0.1733,1048,0.001,55
1073378607,16,76,0.2105,1051,0.0009,50
1073434607,15,78,0.1923,1045,0.0009,50
1073488607,15,77,0.1948,1050,0.0012,55
1073542604,14,79,0.1772,1049,0.0013,50
1073596607,13,77,0.1688,1048,0.0012,50
1073650607,14,79,0.1772,1046,0.0011,50
1073705607,13,78,0.1667,1051,0.0011,50
1073761607,16,81,0.1975,1049,0.001,50
1073816607,13,79,0.1646,1047,0.001,50
1073870607,16,80,0.2,1051,0.0013,45
1073924606,14,82,0.1707,1052,0.0012,45
1073978580,14,79,0.1772,1048,0.0015,45
1074034390,14,82,0.1707,1046,0.0016,45
1074088607,14,81,0.1728,1050,-0.0005,45
1074142607,16,79,0.2025,1050,-0.0007,45
1074197607,17,77,0.2208,1050,-0.0013,45
1074251607,16,79,0.2025,1046,-0.0015,45
1074305607,18,79,0.2278,1050,-0.0022,45
1074361607,15,79,0.1899,1047,-0.0021,45
1074415607,14,77,0.1818,1044,-0.0022,45
1074469604,14,77,0.1818,1048,-0.002,50
1074523607,13,76,0.1711,1051,-0.0019,45
1074577607,16,82,0.1951,1049,-0.0019,45
1074632604,14,76,0.1842,1047,-0.0019,45
1074688607,16,81,0.1975,1051,-0.0019,45
1074743586,16,81,0.1975,1051,-0.0019,50
1074797586,16,80,0.2,1050,-0.0017,50
1074851718,17,85,0.2,1051,-0.0017,55
1074905607,16,81,0.1975,1054,-0.0015,55
1074961411,16,84,0.1905,1052,-0.0016,50
1075015607,17,82,0.2073,1053,-0.0012,50
1075069607,15,79,0.1899,1051,-0.0011,50
1075124611,19,81,0.2346,1051,-0.0003,50
1075178607,17,80,0.2125,1050,0.0003,50
1075232607,16,79,0.2025,1047,0.0003,50
1075288611,16,77,0.2078,1051,0.0005,50
1075342607,12,78,0.1538,1048,0.001,50
1075396604,16,81,0.1975,1046,0.0013,50
1075450607,12,76,0.1579,1045,0.0016,55
1075504603,14,77,0.1818,1048,0.0016,55
1075561392,16,81,0.1975,1047,0.0015,55
1075616614,15,78,0.1923,1044,0.0014,55
1075670607,15,79,0.1899,1044,0.0014,50
1075724607,15,79,0.1899,1046,0.0014,55
1075778607,17,80,0.2125,1045,0.0014,50
1075832607,17,79,0.2152,1047,0.0015,50
1075888604,13,77,0.1688,1050,0.0014,50
1075942607,17,81,0.2099,1044,0.0014,50
1075996607,16,81,0.1975,1046,0.0014,50
1076051604,18,81,0.2222,1048,0.0017,50
1076105607,16,81,0.1975,1052,0.0016,50
1076161411,14,81,0.1728,1051,0.0014,50
1076215607,15,82,0.1829,1051,0.0007,55
1076269607,14,81,0.1728,1053,0.0002,50
1076324589,13,80,0.1625,1052,0.0007,50
1076378589,15,81,0.1852,1050,0.001,50
1076432634,14,78,0.1795,1048,0.0007,50
1076488607,13,77,0.1688,1053,0.001,45
1076543607,14,78,0.1795,1052,0.0008,50
1076597607,15,78,0.1923,1051,0.0008,50
1076651607,17,77,0.2208,1055,0.0006,50
1076705607,14,77,0.1818,1053,0.0007,55
1076759607,16,78,0.2051,1055,0.0006,50
1076815604,12,76,0.1579,1046,0.0007,50
1076869607,16,43,0.3721,1051,0.0008,45
1076923607,14,79,0.1772,1052,0.0007,45
1076978607,14,77,0.1818,1049,0.0008,50
1077032607,15,82,0.1829,1046,0.0006,55
1077088411,15,80,0.1875,1049,0.0005,55
1077142588,15,83,0.1807,1044,0.0002,55
1077196895,14,80,0.175,1039,0,50
1077250607,13,83,0.1566,1035,-0.0002,50
1077304607,14,82,0.1707,1038,-0.0004,55
1077359604,10,90,0.1111,1021,-0.0012,50
1077415607,15,85,0.1765,1016,-0.0014,50
1077470607,15,81,0.1852,1018,-0.0014,50
1077524607,14,80,0.175,1014,-0.0014,50
1077578607,16,79,0.2025,1013,-0.0017,50
1077632607,16,44,0.3636,1014,-0.0032,50
1077686607,21,70,0.3,1034,-0.004,45
1077743607,16,76,0.2105,1037,-0.0039,45
1077797607,12,75,0.16,1034,-0.0038,45
1077851719,15,78,0.1923,1039,-0.0038,45
1077905588,13,45,0.2889,1041,-0.0039,50
1077959589,14,79,0.1772,1039,-0.0041,50
1078015607,11,75,0.1467,1035,-0.0041,45
1078069607,16,79,0.2025,1040,-0.004,40
1078124607,16,79,0.2025,1043,-0.0039,40
1078178607,13,80,0.1625,1035,-0.0041,45
1078232607,15,82,0.1829,1037,-0.0041,45
1078286607,15,80,0.1875,1042,-0.004,50
1078342607,14,49,0.2857,1039,-0.0025,50
1078397607,18,82,0.2195,1041,-0.0019,50
1078451607,16,80,0.2,1041,-0.0006,50
1078505608,16,48,0.3333,1043,-0.0029,45
1078559608,16,83,0.1928,1041,-0.003,45
1078615412,13,79,0.1646,1039,-0.0028,45
1078670589,16,80,0.2,1043,-0.0028,45
1078724589,15,78,0.1923,1044,-0.0014,45
1078778691,13,77,0.1688,1038,-0.0005,45
1078832607,3,74,0.0405,1039,0.0004,45
1078886607,14,79,0.1772,1043,0.0003,45
1078942607,15,78,0.1923,1043,0.0003,45
1078996607,14,76,0.1842,1040,0.0004,40
1079051604,14,82,0.1707,1044,0.0004,40
1079105607,16,79,0.2025,1045,0.0005,45
1079159607,16,81,0.1975,1044,0.0005,40
1079213607,19,47,0.4043,1048,0.0016,40
1079269607,17,82,0.2073,1048,0.0019,35
1079324607,19,83,0.2289,1050,0.0022,35
1079378607,16,82,0.1951,1046,0.0023,35
1079432434,16,83,0.1928,1048,0.0013,35
1079486582,20,49,0.4082,1054,0.0037,35
1079542394,16,82,0.1951,1052,0.0036,35
1079596607,18,86,0.2093,1052,0.0054,35
1079650607,17,85,0.2,1053,0.0053,35
1079705604,20,88,0.2273,1056,0.0046,35
1079759607,20,89,0.2247,1052,0.0043,35
1079813607,19,83,0.2289,1051,0.004,40
1079870607,19,84,0.2262,1056,0.0037,40
1079924608,18,84,0.2143,1053,0.0027,35
1079978607,18,83,0.2169,1053,0.0026,35
1080032607,20,83,0.241,1056,0.0025,40
1080086607,18,80,0.225,1056,0.0025,40
1080141607,21,81,0.2593,1053,0.0025,40
1080197607,17,80,0.2125,1051,0.0025,40
1080251589,18,81,0.2222,1054,0.0026,45
1080305589,17,79,0.2152,1054,0.0016,40
1080359748,9,77,0.1169,1054,0.001,40
1080413607,16,77,0.2078,1051,0.0009,40
1080469609,16,77,0.2078,1056,0.001,45
1080523607,17,80,0.2125,1055,0.0012,50
1080577607,18,81,0.2222,1053,-0.0012,50
1080632607,16,80,0.2,1055,-0.0011,50
1080686607,16,80,0.2,1058,-0.001,55
1080740607,16,80,0.2,1057,-0.001,55
1080796608,17,79,0.2152,1054,-0.0008,60
1080850576,19,81,0.2346,1059,-0.0009,55
1080905608,16,79,0.2025,1058,-0.0007,60
1080959608,16,79,0.2025,1052,-0.0006,65
1081013589,16,78,0.2051,1053,-0.0005,65
1081069393,20,78,0.2564,1056,-0.0007,60
1081124348,14,75,0.1867,1054,-0.0005,65
1081178608,11,70,0.1571,1051,-0.0005,60
1081232608,15,74,0.2027,1051,-0.0005,65
1081287607,12,71,0.169,1053,-0.0006,60
1081341607,14,73,0.1918,1051,-0.0007,65
1081397607,15,73,0.2055,1050,-0.0008,65
1081451607,15,73,0.2055,1053,-0.0002,70
1081505606,15,46,0.3261,1053,0.0008,65
1081559607,15,44,0.3409,1051,0.0021,65
1081613607,13,73,0.1781,1050,0.0017,65
1081667606,17,73,0.2329,1059,0.0018,65
1081723607,14,71,0.1972,1053,0.0018,65
1081778167,15,73,0.2055,1051,0.0017,60
1081832589,16,74,0.2162,1053,0.0015,60
1081886589,17,74,0.2297,1055,0.0013,65
1081940676,15,73,0.2055,1055,0.0016,60
1081996607,13,72,0.1806,1052,0.0018,60
1082051607,14,73,0.1918,1054,0.0019,60
1082105607,12,71,0.169,1053,0.0021,55
1082159606,13,70,0.1857,1050,0.0023,60
1082213607,11,69,0.1594,1049,0.0024,55
1082267607,14,70,0.2,1053,0.0024,60
1082324607,14,72,0.1944,1053,0.0024,55
1082378606,14,70,0.2,1051,0.0024,55
1082432607,13,71,0.1831,1051,0.0024,55
1082486607,14,72,0.1944,1053,0.0023,55
1082540607,14,70,0.2,1051,0.0023,55
1082596412,16,72,0.2222,1053,0.0014,55
1082650589,16,71,0.2254,1055,0.0003,55
1082705669,15,71,0.2113,1053,0.0007,55
1082759606,17,72,0.2361,1052,0.0007,55
1082813607,12,69,0.1739,1051,0.0004,55
1082867607,13,68,0.1912,1056,0.0006,55
1082923607,14,73,0.1918,1053,0.0009,55
1082978607,16,74,0.2162,1053,0.0011,55
1083032607,14,71,0.1972,1055,0.0012,55
1083086607,13,72,0.1806,1056,0.0012,55
1083140607,15,48,0.3125,1053,0.0003,55
1083196410,13,73,0.1781,1051,0.0003,55
1083250604,15,74,0.2027,1055,0.0002,55
1083304607,14,71,0.1972,1053,0.0001,55
1083359366,16,71,0.2254,1053,0.0001,55
1083413589,16,41,0.3902,1055,0.0003,55
1083467589,14,69,0.2029,1053,0.0003,55
1083523607,15,70,0.2143,1052,0.0004,55
1083577607,14,68,0.2059,1051,0.0004,50
1083631604,11,67,0.1642,1050,0.0002,50
1083685607,13,69,0.1884,1052,-0.0001,50
1083739607,11,67,0.1642,1052,-0.0007,50
1083794604,14,72,0.1944,1049,-0.0009,50
1083850607,13,68,0.1912,1054,-0.0014,45
1083904604,12,70,0.1714,1054,-0.0015,45
1083958607,15,72,0.2083,1051,-0.0017,40
1084012607,15,70,0.2143,1050,-0.002,45
1084067607,14,70,0.2,1056,-0.0018,40
1084123607,14,72,0.1944,1054,-0.0018,40
1084179589,15,70,0.2143,1051,-0.0021,45
1084235536,14,70,0.2,1053,-0.0013,40
1084289607,14,71,0.1972,1052,-0.0014,40
1084343607,17,72,0.2361,1049,-0.0015,40
1084397607,13,69,0.1884,1049,-0.0015,40
1084453607,10,65,0.1538,1052,-0.0015,35
1084508607,15,71,0.2113,1050,-0.0016,35
1084562607,12,69,0.1739,1049,-0.0017,35
1084616607,15,67,0.2239,1052,-0.0016,35
1084670607,11,67,0.1642,1052,-0.0018,40
1084726607,15,67,0.2239,1048,-0.0014,35
1084781607,12,69,0.1739,1048,-0.0016,35
1084835607,13,68,0.1912,1052,-0.0013,40
1084889607,15,71,0.2113,1052,-0.0011,40
1084943590,16,71,0.2254,1051,-0.0007,45
1084997583,17,42,0.4048,1052,0.0027,50
1085053607,14,72,0.1944,1055,0.0029,50
1085107607,16,72,0.2222,1052,0.0028,50
1085162607,16,72,0.2222,1050,0.0025,55
1085216607,15,72,0.2083,1054,0.0024,55
1085270607,12,71,0.169,1054,0.0027,55
1085326410,15,69,0.2174,1051,0.0026,55
1085380606,12,69,0.1739,1050,0.0028,55
1085435607,16,70,0.2286,1054,0.0028,55
1085489607,12,67,0.1791,1051,0.0028,55
1085543607,16,68,0.2353,1050,0.0027,55
1085597607,14,70,0.2,1051,0.0027,55
1085653607,14,68,0.2059,1053,0.0028,60
1085708589,15,42,0.3571,1051,0.0033,60
1085762589,15,68,0.2206,1050,0.0036,60
1085816746,16,39,0.4103,1054,0.0049,60
1085870607,16,67,0.2388,1056,0.0054,55
1085924607,15,68,0.2206,1052,0.0057,50
1085980607,15,67,0.2239,1049,0.0058,55
1086034607,15,68,0.2206,1054,0.0058,50
1086089607,12,66,0.1818,1052,0.0026,45
1086143607,15,71,0.2113,1051,0.0023,45
1086197607,12,68,0.1765,1050,0.0029,40
1086253607,14,40,0.35,1054,0.0015,40
1086307607,12,68,0.1765,1051,0.0018,40
1086362607,15,69,0.2174,1049,0.0014,45
1086416607,14,69,0.2029,1052,0.0015,40
1086470582,13,66,0.197,1052,0.0014,40
1086524589,14,66,0.2121,1049,0.0014,40
1086581709,15,66,0.2273,1050,0.0013,45
1086635607,14,65,0.2154,1054,0.0013,40
1086689607,14,65,0.2154,1053,0.0014,40
1086743607,13,66,0.197,1047,0.0013,40
1086797607,15,66,0.2273,1049,0.0008,40
1086853411,13,65,0.2,1052,0.0007,40
1086907607,15,66,0.2273,1051,-0.0005,45
1086961485,13,66,0.197,1050,-0.0008,45
1087016604,12,64,0.1875,1052,-0.0012,40
1087070607,14,67,0.209,1052,-0.0013,45
1087124607,14,66,0.2121,1051,-0.0014,45
1087180607,14,40,0.35,1050,0.001,50
1087235355,14,70,0.2,1052,0.0011,50
1087290589,16,69,0.2319,1051,0.0004,55
1087344589,14,72,0.1944,1049,0.0022,50
1087399607,16,68,0.2353,1054,0.0016,50
1087455411,13,70,0.1857,1052,0.0018,55
1087509607,17,69,0.2464,1054,0.0016,55
1087563607,15,68,0.2206,1050,0.0014,50
1087618574,15,66,0.2273,1051,0.0014,55
1087672607,14,69,0.2029,1049,0.0014,55
1087726607,13,64,0.2031,1048,0.0014,55
1087783607,14,67,0.209,1051,0.0014,55
1087837607,15,67,0.2239,1052,0.0015,60
1087892607,15,66,0.2273,1051,0.0015,60
1087946607,12,65,0.1846,1050,0.0014,60
1088000654,14,65,0.2154,1053,0.0013,60
1088056393,15,71,0.2113,1052,0.0015,60
1088111649,14,67,0.209,1048,0.0017,60
1088165607,15,68,0.2206,1052,0.0018,55
1088219607,15,69,0.2174,1052,0.0019,55
1088273607,15,68,0.2206,1051,0,55
1088327607,16,67,0.2388,1052,-0.0005,50
1088383607,15,67,0.2239,1054,-0.0004,50
1088437607,16,70,0.2286,1053,-0.0008,55
1088491607,16,70,0.2286,1051,-0.0008,55
1088546607,13,67,0.194,1052,-0.0008,55
1088600608,17,70,0.2429,1056,-0.0008,55
1088654608,13,69,0.1884,1053,-0.0006,55
1088710607,15,68,0.2206,1050,-0.0006,55
1088764607,15,68,0.2206,1053,-0.0007,55
1088819589,15,68,0.2206,1053,-0.0007,55
1088873589,16,70,0.2286,1051,-0.0006,55
1088927657,15,66,0.2273,1050,-0.0006,55
1088983609,15,64,0.2344,1053,-0.0006,55
1089037607,16,68,0.2353,1053,-0.0003,55
1089091607,16,70,0.2286,1051,-0.0003,55
1089145606,16,68,0.2353,1054,-0.0001,60
1089200607,14,67,0.209,1053,-0.0001,60
1089254607,17,70,0.2429,1051,0.0002,60
1089311606,15,69,0.2174,1049,0.0002,60
1089365607,11,69,0.1594,1052,-0.0007,55
1089419607,16,71,0.2254,1054,-0.0005,55
1089473607,13,67,0.194,1053,-0.0001,55
1089527607,15,69,0.2174,1051,0,55
1089583412,16,68,0.2353,1057,0,55
1089637589,17,72,0.2361,1054,-0.0004,60
1089692660,16,72,0.2222,1052,-0.0003,55
1089746607,15,71,0.2113,1052,-0.0004,55
1089800607,15,73,0.2055,1055,-0.0003,50
1089854607,16,73,0.2192,1053,-0.0003,50
1089910607,16,71,0.2254,1051,-0.0003,50
1089965607,18,70,0.2571,1056,-0.0003,50
1090019607,15,70,0.2143,1054,-0.0003,50
1090073607,15,70,0.2143,1046,-0.0004,50
1090127607,15,69,0.2174,1050,-0.0005,55
1090181606,16,70,0.2286,1052,-0.0005,55
1090237607,15,72,0.2083,1052,-0.0007,55
1090291607,15,68,0.2206,1052,-0.0006,55
1090345606,16,71,0.2254,1051,-0.0008,55
1090400609,15,69,0.2174,1056,-0.0008,55
1090454589,18,72,0.25,1056,0.0005,60
1090510522,17,70,0.2429,1052,0.0002,60
1090564607,16,69,0.2319,1053,-0.0002,55
1090619607,16,72,0.2222,1058,-0.0003,55
1090673607,16,74,0.2162,1055,-0.0001,50
1090727607,15,72,0.2083,1053,0.0001,50
1090781607,19,71,0.2676,1062,-0.0002,50
1090837607,17,73,0.2329,1057,-0.0003,50
1090892607,18,73,0.2466,1050,-0.0005,50
1090946607,16,73,0.2192,1053,-0.0005,50
1091000608,17,71,0.2394,1056,-0.0005,50
1091055608,17,72,0.2361,1054,-0.0005,45
1091109607,15,71,0.2361,1054,-0.0005,45
1091109607,15,71,0.2113,1053,-0.0005,45
1091165589,17,72,0.2361,1055,-0.0004,40
1091219589,13,68,0.1912,1056,-0.0005,40
1091273763,18,71,0.2535,1054,-0.0004,40
1091327607,16,71,0.2254,1053,-0.0002,35
1091381607,17,71,0.2394,1056,-0.0001,35
1091437609,19,77,0.2468,1055,0.0002,40
1091491607,17,73,0.2329,1054,0.0004,40
1091546607,16,75,0.2133,1054,-0.0001,35
1091600608,19,72,0.2639,1063,-0.0004,35
1091654608,16,74,0.2162,1056,-0.0002,40
1091708607,20,74,0.2703,1057,-0.0008,40
1091764607,16,74,0.2162,1055,-0.0008,40
1091819607,18,73,0.2466,1058,-0.0011,45
1091873607,16,73,0.2192,1054,-0.0008,45
1091927929,17,70,0.2429,1058,-0.0008,45
1091981582,16,71,0.2254,1054,-0.0007,40
1092037395,15,71,0.2113,1055,-0.0007,40
1092091607,16,71,0.2254,1053,-0.0007,45
1092145607,14,72,0.1944,1052,-0.0007,45
1092199604,18,71,0.2535,1055,-0.0007,40
1092253607,15,73,0.2055,1055,-0.0008,40
1092307607,16,71,0.2254,1053,-0.0006,45
1092363604,14,72,0.1944,1051,-0.001,45
1092417607,16,72,0.2222,1057,-0.001,45
1092472576,16,72,0.2222,1054,-0.0012,45
1092527576,18,72,0.25,1055,-0.0011,45
1092581576,17,74,0.2297,1054,-0.0012,45
1092635576,19,74,0.2568,1057,-0.0006,50
1092691574,18,73,0.2466,1053,-0.0003,50
1092746590,15,71,0.2113,1054,-0.0003,50
1092800589,18,75,0.24,1057,0.0001,50
1092854732,16,74,0.2162,1056,0.0001,50
1092908607,19,74,0.2568,1055,0,50
1092965606,15,71,0.2113,1054,0.0001,50
1093020606,15,73,0.2055,1054,0.0003,50
1093075574,16,73,0.2192,1051,0.0003,50
1093129607,16,72,0.2222,1052,0.0003,55
1093183607,18,74,0.2432,1056,0.0002,55
1093238604,16,73,0.2192,1054,0.0003,55
1093294604,16,71,0.2254,1052,0.0002,55
1093349611,16,71,0.2254,1054,0.0003,60
1093403604,16,73,0.2192,1056,0.0002,55
1093458326,20,72,0.2778,1056,0.0008,55
1093512589,18,74,0.2432,1054,0.001,50
1093568760,15,70,0.2143,1057,0.0009,50
1093622604,17,73,0.2329,1055,0.0007,50
1093676604,15,73,0.2055,1054,0.0004,50
1093730604,15,71,0.2113,1055,-0.0003,50
1093784604,15,73,0.2055,1058,0.0003,55
1093838604,16,74,0.2162,1057,0.0003,55
1093894604,17,77,0.2208,1054,0.0005,55
1093948604,16,74,0.2162,1055,0.0005,55
1094003604,16,74,0.2162,1057,0.0008,55
1094057576,18,71,0.2535,1055,0.0005,60
1094111604,16,72,0.2222,1051,0.0004,55
1094167408,20,72,0.2778,1060,0.0002,55
1094222213,16,73,0.2192,1055,0.0002,55
1094276589,18,72,0.25,1051,0.0002,55
1094330589,17,71,0.2394,1053,0.0002,50
1094384705,16,70,0.2286,1056,0.0003,45
1094438607,16,72,0.2222,1055,0.0002,45
1094495604,14,72,0.1944,1052,0.0001,45
1094549607,17,72,0.2361,1057,-0.0002,50
1094603607,14,72,0.1944,1058,-0.0006,50
1094657607,17,74,0.2297,1055,-0.0004,50
1094711607,17,74,0.2297,1054,-0.0005,50
1094767411,17,73,0.2329,1057,-0.0001,50
1094821607,16,75,0.2133,1058,-0.0001,50
1094875607,18,75,0.24,1057,-0.0006,45
1094930607,17,74,0.2297,1055,-0.0007,40
1094984607,19,76,0.25,1061,-0.0011,45
1095039807,17,76,0.2237,1055,-0.0011,40
1095095589,18,72,0.25,1054,-0.0014,45
1095150752,17,72,0.2361,1055,-0.0013,40
1095205607,15,72,0.2083,1054,-0.0012,40
1095260607,18,71,0.2535,1054,-0.0011,40
1095314607,14,70,0.2,1054,-0.0011,40
1095370411,16,72,0.2222,1057,-0.0011,45
1095424607,17,72,0.2361,1054,-0.0011,45
1095478607,15,73,0.2055,1054,-0.0011,50
1095533607,17,73,0.2329,1055,-0.0011,50
1095587607,15,74,0.2027,1054,-0.0011,50
1095641607,17,75,0.2267,1054,-0.0011,50
1095697607,18,72,0.25,1058,-0.0007,50
1095752340,19,76,0.25,1059,-0.0005,50
1095806588,20,79,0.2532,1060,-0.0002,50
1095860607,18,77,0.2338,1058,-0.0002,50
1095914671,23,79,0.2911,1057,0.0009,55
1095968619,17,76,0.2237,1059,0.0012,60
1096024604,17,76,0.2237,1056,0.0012,60
1096078607,17,76,0.2237,1054,0.0015,65
1096132607,16,72,0.2222,1057,0.0015,60
1096187607,13,74,0.1757,1055,0.0022,60
1096241607,13,69,0.1884,1053,0.0025,65
1096297609,17,74,0.2297,1054,0.0024,65
1096351607,16,74,0.2162,1056,0.0025,60
1096405607,14,71,0.1972,1054,0.0025,60
1096460607,16,72,0.2222,1053,0.0025,60
1096514607,16,71,0.2254,1054,0.0025,60
1096569288,15,70,0.2143,1058,0.0025,60
1096625666,14,71,0.1972,1051,0.0024,60
1096679729,16,76,0.2105,1055,0.0024,60
1096733607,19,74,0.2568,1058,0.0026,55
1096787607,14,74,0.1892,1057,0.0021,55
1096841607,16,74,0.2162,1056,0.0018,55
1096897411,15,74,0.2027,1054,0.0012,55
1096952607,16,75,0.2133,1059,0.001,55
1097006607,18,77,0.2338,1057,0.0002,55
1097060610,15,74,0.2027,1056,0.0005,55
1097115607,16,74,0.2162,1057,0.0006,55
1097169607,14,75,0.1867,1056,0.001,55
1097226604,18,74,0.2432,1054,0.0008,55
1097280607,16,74,0.2432,1054,0.0008,55
1097280607,16,75,0.2133,1054,0.0005,50
1097335589,20,73,0.274,1064,-0.0001,50
1097389589,16,74,0.2162,1056,-0.0001,55
1097444307,16,76,0.2105,1054,0,50
1097500411,17,75,0.2267,1057,-0.0001,50
1097555604,20,76,0.2632,1059,-0.0001,50
1097609607,18,77,0.2338,1057,-0.0001,50
1097663607,17,76,0.2237,1057,-0.0001,50
1097717607,20,80,0.25,1060,0.0001,50
1097771607,18,80,0.225,1060,0.0002,50
1097827607,21,81,0.2593,1058,0.0002,50
1097881607,22,84,0.2619,1061,0.0008,50
1097935607,22,82,0.2683,1063,0.0013,55
1097990607,20,83,0.241,1062,0.0017,50
1098044607,22,86,0.2558,1059,0.0023,50
1098100562,23,85,0.2706,1063,0.0028,55
1098154589,23,82,0.2805,1068,0.0017,50
1098209653,20,83,0.241,1058,0.0014,50
1098263850,22,83,0.2651,1059,0.0005,50
1098317607,21,80,0.2625,1060,0.0003,50
1098372576,24,82,0.2927,1060,-0.0004,50
1098428607,21,81,0.2593,1057,-0.0003,50
1098483607,19,79,0.2405,1061,-0.0004,50
1098537607,19,79,0.2405,1060,-0.0005,50
1098592574,21,80,0.2625,1058,-0.0006,55
1098646607,21,80,0.2625,1057,-0.0006,55
1098702412,21,81,0.2593,1061,-0.0006,55
1098756607,21,83,0.253,1059,-0.0005,50
1098810607,20,83,0.241,1057,-0.0005,50
1098865582,20,80,0.25,1060,-0.0004,55
1098919589,20,81,0.2469,1061,-0.0005,50
1098974324,22,78,0.2821,1062,-0.0003,45
1099030607,18,77,0.2338,1055,-0.0006,50
1099085607,21,77,0.2727,1058,-0.0003,45
1099139607,18,78,0.2308,1055,-0.0006,45
1099193607,20,74,0.2703,1055,-0.0006,45
1099247607,18,75,0.24,1055,0,50
1099303411,15,70,0.2143,1058,0.0003,45
1099358607,18,73,0.2466,1057,0.0005,50
1099412607,14,73,0.1918,1054,0.0012,45
