us,red,ir,ratio,adcAvg,ratioSlope,AI
246002566,215,319,0.674,1226,-0.0007,50
246058566,217,329,0.6596,1246,-0.0004,50
246113387,216,314,0.6879,1231,-0.0004,50
246167574,215,318,0.6761,1225,-0.0006,45
246221574,217,322,0.6739,1223,-0.0006,45
246276566,214,326,0.6564,1245,-0.0005,45
246330566,209,312,0.6699,1232,-0.0005,45
246387568,213,321,0.6636,1228,-0.0005,45
246441568,210,327,0.6422,1244,-0.0005,40
246496568,215,314,0.6847,1237,-0.0006,40
246550568,215,314,0.6847,1223,-0.0005,40
246604568,213,323,0.6594,1230,-0.0004,40
246661566,216,327,0.6606,1245,-0.0006,40
246715566,215,313,0.6869,1228,-0.0002,40
246769566,214,322,0.6646,1226,-0.0002,40
246823566,50,163,0.3067,1242,-0.0046,40
246878441,216,320,0.675,1246,-0.0046,40
246932576,214,311,0.6881,1222,-0.0042,45
246989568,213,332,0.6416,1242,-0.0038,45
247043568,213,328,0.6494,1251,-0.0032,50
247098568,217,313,0.6933,1232,-0.0034,50
247152566,215,320,0.6719,1225,-0.0035,50
247206566,216,333,0.6486,1241,-0.0032,50
247263566,216,318,0.6792,1236,-0.0032,50
247317566,215,317,0.6782,1223,-0.0032,50
247372568,215,329,0.6535,1237,-0.0032,50
247426567,214,325,0.6585,1247,-0.0032,55
247480568,218,316,0.6899,1234,-0.0032,55
247534568,214,317,0.6751,1225,-0.0032,55
247591244,216,328,0.6585,1246,-0.0032,50
247645568,215,322,0.6677,1248,-0.0033,50
247700574,214,314,0.6815,1225,-0.0032,50
247754566,215,323,0.6656,1227,-0.0032,50
247808566,216,330,0.6545,1249,-0.0034,50
247864568,99,318,0.3113,1235,-0.0069,45
247918568,215,320,0.6719,1226,-0.0028,50
247973568,211,333,0.6336,1243,-0.0033,45
248027567,214,322,0.6646,1246,-0.0036,45
248081568,208,312,0.6667,1232,-0.004,40
248136566,214,322,0.6646,1228,-0.0042,40
248192566,217,330,0.6576,1247,-0.0038,40
248246566,216,317,0.6814,1238,-0.0039,40
248300566,213,317,0.6719,1226,-0.0041,40
248355515,213,330,0.6455,1240,-0.0038,40
248409576,214,322,0.6646,1247,-0.0038,40
248466567,216,308,0.7013,1221,-0.0039,40
248520568,214,327,0.6544,1232,-0.0039,40
248575568,214,328,0.6524,1243,-0.0039,40
248629567,217,323,0.6718,1243,-0.0039,40
248683567,211,318,0.6635,1227,-0.0039,40
248738567,214,328,0.6524,1236,-0.0039,35
248794567,209,323,0.6471,1247,-0.0041,35
248849567,213,310,0.6871,1226,-0.004,35
248903568,215,324,0.6636,1228,-0.0039,35
248957568,214,329,0.6505,1244,-0.0006,35
249011568,217,323,0.6718,1245,-0.0006,35
249067793,213,312,0.6827,1225,0,35
249122266,213,329,0.6474,1239,-0.0002,35
249177574,214,326,0.6564,1247,-0.0001,40
249231566,214,311,0.6881,1231,-0.0004,40
249285566,214,318,0.673,1220,-0.0005,40
249340566,214,334,0.6407,1247,-0.0001,40
249396568,95,317,0.2997,1240,0.0029,40
249451567,214,318,0.673,1227,0.0027,35
249505568,207,331,0.6254,1239,0.003,35
249559594,214,325,0.6585,1247,0.0031,35
249613566,210,313,0.6709,1234,0.0031,40
249669566,212,317,0.6688,1225,0.0031,40
249723566,214,330,0.6485,1243,0.003,40
249777566,214,322,0.6646,1246,0.0031,40
249832370,214,312,0.6859,1227,0.0032,45
249886576,212,321,0.6604,1226,0.0032,45
249941576,214,331,0.6465,1246,0.003,45
249997576,213,314,0.6783,1234,0.0031,45
250052568,202,315,0.6413,1226,0.003,45
250106567,214,331,0.6465,1244,0.0027,45
250160566,213,324,0.6574,1249,0.0024,45
250215566,209,312,0.6699,1230,0.0027,50
250271566,211,328,0.6433,1238,0.0029,50
250326566,216,329,0.6565,1249,0.0033,55
250380567,215,317,0.6782,1235,0.0032,55
250434568,210,317,0.6625,1223,0.003,55
250488568,211,326,0.6472,1233,0.0002,55
250542568,214,324,0.6605,1244,0.0002,55
250599576,211,305,0.6918,1224,-0.0001,55
250654568,211,322,0.6553,1230,-0.0001,55
250708566,212,325,0.6523,1243,0,55
250762566,214,317,0.6751,1239,-0.0001,55
250817566,213,313,0.6805,1223,0,55
250873567,207,326,0.635,1241,-0.0001,55
250928568,213,316,0.6741,1235,-0.0001,55
250982568,212,313,0.6773,1227,-0.0001,60
251036568,209,321,0.6511,1226,0,60
251090568,213,329,0.6474,1243,-0.0003,55
251144566,212,322,0.6584,1247,-0.0001,55
251200566,212,311,0.6817,1226,0.0003,55
251254566,206,327,0.63,1232,-0.0001,55
251308738,214,328,0.6524,1244,-0.0003,55
251363576,212,313,0.6773,1233,-0.0008,50
251418576,210,313,0.6709,1220,-0.001,50
251474568,207,328,0.6311,1240,-0.0005,50
251529568,213,315,0.6762,1236,-0.0006,50
251583567,211,307,0.6873,1222,-0.0009,50
251637568,209,320,0.6531,1226,-0.0009,50
251693565,213,322,0.6615,1244,-0.0007,50
251747565,211,306,0.6895,1223,-0.0008,55
251803565,212,317,0.6688,1224,-0.0009,55
251857565,210,328,0.6402,1242,-0.0008,50
251911566,212,321,0.6604,1245,-0.0009,50
251965566,208,312,0.6667,1227,-0.0008,55
252019566,212,321,0.6604,1225,-0.0008,50
252076376,207,330,0.6273,1247,-0.0011,50
252131567,213,313,0.6805,1230,-0.0009,50
252185565,214,321,0.6667,1225,-0.0007,45
252239565,211,331,0.6375,1239,-0.001,45
252294565,212,323,0.6563,1245,-0.0012,45
252348565,211,311,0.6785,1228,-0.0006,45
252404566,208,315,0.6603,1227,-0.0005,45
252458566,212,325,0.6523,1244,-0.0001,50
252512566,211,316,0.6677,1240,-0.0001,50
252567566,211,305,0.6918,1210,-0.0008,50
252621565,210,323,0.6502,1230,-0.0005,50
252675565,208,324,0.642,1244,-0.0002,50
252731565,210,310,0.6774,1229,-0.0003,45
252786403,209,320,0.6531,1225,-0.0003,45
252840573,212,328,0.6463,1242,-0.0001,45
252895574,209,318,0.6572,1243,-0.0001,45
252949566,212,315,0.673,1226,-0.0001,45
253006566,207,330,0.6273,1241,-0.0001,45
253060566,214,324,0.6605,1248,-0.0002,45
253114565,213,314,0.6783,1233,-0.0001,50
253169565,210,320,0.6562,1227,0.0001,50
253223565,210,326,0.6442,1242,-0.0002,50
253277565,212,324,0.6543,1245,-0.0003,50
253333565,210,309,0.6796,1225,0.0001,50
253387749,210,316,0.6646,1217,0.0002,50
253441567,211,327,0.6453,1244,-0.0002,50
253496566,208,316,0.6582,1237,-0.0002,50
253551974,212,272,0.7794,1134,-0.0021,45
253608575,207,332,0.6235,1244,-0.0015,45
253662565,214,320,0.6687,1241,-0.0012,45
253716565,210,314,0.6688,1228,-0.0014,50
253771565,208,325,0.64,1233,-0.0014,50
253825565,211,326,0.6472,1247,-0.0012,55
253879565,212,320,0.6625,1243,-0.0012,55
253935565,215,324,0.6636,1227,-0.0013,55
253989565,213,333,0.6396,1242,-0.0013,55
254044565,214,325,0.6585,1250,-0.0013,55
254098565,213,312,0.6827,1226,-0.0012,55
254152565,212,325,0.6523,1229,-0.0012,55
254208566,213,335,0.6358,1247,-0.0014,55
254264186,211,317,0.6656,1236,-0.0013,55
254318573,207,319,0.6489,1224,-0.0013,55
254373574,209,332,0.6295,1242,-0.0015,50
254427575,208,325,0.64,1248,-0.0019,55
254481566,213,316,0.6741,1234,-0.0018,55
254537566,211,324,0.6512,1230,-0.0017,55
254591566,213,332,0.6416,1247,-0.002,50
254646565,211,320,0.6594,1243,-0.0002,50
254700565,211,316,0.6677,1227,-0.0008,55
254754565,213,330,0.6455,1234,-0.0005,50
254811565,212,332,0.6386,1251,-0.0002,50
254865566,64,162,0.3951,1233,0.0018,45
254919566,213,318,0.6698,1217,0.0016,40
254973567,212,334,0.6347,1246,0.0018,40
255029455,210,324,0.6481,1247,0.0018,40
255083574,212,318,0.6667,1230,0.0018,40
255139597,196,332,0.5904,1241,0.0018,40
255193565,211,327,0.6453,1250,0.0018,45
255249565,213,316,0.6741,1232,0.0018,45
255303565,212,325,0.6523,1229,0.0019,45
255358565,213,335,0.6358,1249,0.0017,45
255414566,215,319,0.674,1237,0.0019,45
255469566,212,321,0.6604,1227,0.0022,40
255523566,212,333,0.6366,1244,0.0021,40
255577566,213,323,0.6594,1252,0.002,40
255631565,213,318,0.6698,1238,0.0022,45
255685565,213,319,0.6677,1230,0.0026,45
255741812,214,336,0.6369,1243,0.0029,45
255795573,211,325,0.6492,1249,0.0031,45
255850573,211,316,0.6677,1229,0.0029,50
255904566,212,326,0.6503,1230,0.0028,50
255958566,212,331,0.6405,1246,0.0007,50
256015566,217,316,0.6867,1233,0.0006,50
256069566,210,320,0.6562,1227,0.0005,45
256124565,215,337,0.638,1246,0.0006,45
256178565,212,325,0.6523,1249,0.0006,45
256233565,209,312,0.6699,1230,0.0005,45
256287565,212,324,0.6543,1229,0.0005,45
256343565,213,334,0.6377,1250,0.0005,45
256397565,214,316,0.6772,1240,0.0006,45
256452353,212,321,0.6604,1231,0.0007,45
256507573,209,337,0.6202,1247,0.0003,45
256563573,213,325,0.6554,1246,0.0003,45
256619565,211,319,0.6614,1228,0.0005,45
256674573,213,335,0.6358,1245,0.0003,45
256728565,208,323,0.644,1248,-0.0001,50
256782598,211,310,0.6806,1223,0.0001,50
256836593,211,319,0.6614,1223,-0.0002,45
256890974,211,272,0.7757,1124,-0.0019,45
256946566,61,170,0.3588,1243,0.0016,50
257000593,208,312,0.6667,1226,0.0015,50
257054573,210,322,0.6522,1226,0.0014,50
257108565,213,330,0.6455,1244,0.0016,50
257162598,210,321,0.6542,1246,0.0017,50
257218397,212,309,0.6861,1225,0.0015,50
257274565,207,330,0.6273,1236,0.0015,50
257328598,213,325,0.6554,1248,0.0015,50
257382613,104,316,0.3291,1234,0.0013,55
257437566,210,322,0.6522,1228,0.0013,55
257491565,209,332,0.6295,1245,0.0011,55
257547566,212,320,0.6625,1239,0.0012,55
257601565,206,315,0.654,1224,0.0014,55
257655596,209,324,0.6451,1229,0.0013,50
257709565,210,327,0.6422,1245,0.0011,45
257763565,211,318,0.6635,1240,0.0014,45
257817598,213,316,0.6741,1225,0.0018,50
257873568,209,327,0.6391,1236,0.0012,45
257927565,210,324,0.6481,1246,0.0014,45
257981595,212,315,0.673,1236,0.0027,45
258035566,209,313,0.6677,1225,-0.0008,40
258089565,209,329,0.6353,1239,-0.0005,45
258145593,211,326,0.6472,1247,-0.0004,45
258199565,209,308,0.6786,1223,-0.0006,45
258253594,210,319,0.6583,1226,-0.0007,45
258309666,209,333,0.6276,1246,-0.0004,40
258364566,211,317,0.6656,1236,-0.0005,40
258418565,205,313,0.655,1222,-0.0005,40
258474575,211,330,0.6394,1237,-0.0003,40
258528566,211,324,0.6512,1246,-0.0003,40
258583593,210,312,0.6731,1226,-0.0001,40
258637567,208,318,0.6541,1222,-0.0002,40
258691567,210,328,0.6402,1240,-0.0003,45
258747399,210,318,0.6604,1238,-0.0001,45
258801740,209,314,0.6656,1223,0.0001,45
258855565,208,320,0.65,1230,-0.0001,45
258909565,208,325,0.64,1246,-0.0005,40
258963593,210,330,0.6364,1243,-0.0005,40
259017566,209,310,0.6742,1220,-0.0009,35
259073565,206,326,0.6319,1235,-0.0004,40
259127564,207,323,0.6409,1243,-0.0001,40
259181565,209,324,0.6451,1233,-0.0002,45
259235567,208,313,0.6645,1221,-0.0003,45
259289567,207,323,0.6409,1229,-0.0001,45
259343567,206,323,0.6378,1243,0,40
259399593,209,309,0.6764,1226,-0.0001,40
259453565,208,315,0.6603,1221,-0.0001,40
259507565,108,325,0.3323,1235,0.0001,45
259561593,209,321,0.6511,1244,0.0001,45
259615565,209,310,0.6742,1231,0.0002,40
259671367,216,324,0.6667,1223,0.0001,40
259725598,209,327,0.6391,1242,0.0001,45
259779565,208,317,0.6562,1245,0.0002,45
259833565,208,306,0.6797,1220,0.0003,40
259887566,209,319,0.6552,1224,0.0002,40
259941574,212,324,0.6543,1230,0.0003,40
259998568,210,313,0.6709,1230,0.0007,45
260052574,202,312,0.6474,1219,0.0008,45
260107574,204,323,0.6316,1233,0.0014,50
260161565,205,319,0.6426,1242,0.0013,45
260215565,208,309,0.6731,1228,0.0009,45
260269565,191,309,0.6181,1218,0.0012,45
260325565,208,312,0.6667,1238,0.0012,45
260380566,205,312,0.6571,1238,0.0011,45
260434566,206,308,0.6688,1222,0.0009,50
260488566,207,318,0.6509,1222,0.001,50
260543567,208,326,0.638,1241,0.0011,45
260599566,212,307,0.6906,1230,0.0008,45
260653565,208,312,0.6667,1215,0.0008,45
260707565,208,327,0.6361,1235,0.0007,45
260762573,208,321,0.648,1245,0.0007,45
260816573,208,308,0.6753,1226,0.0008,45
260871573,204,316,0.6456,1219,0.0008,45
260927565,205,320,0.6406,1241,0.0004,45
260982565,205,309,0.6634,1228,0.0005,45
261036565,206,312,0.6603,1218,0.0006,45
261090565,207,322,0.6429,1229,0.0002,45
261144565,208,320,0.65,1241,0.0003,45
261200565,206,304,0.6776,1223,-0.0004,40
261255565,208,317,0.6562,1222,-0.0006,40
261309565,208,327,0.6361,1240,-0.0001,35
261363566,209,318,0.6572,1241,-0.0005,40
261417566,207,305,0.6787,1224,-0.0006,40
261471566,208,315,0.6603,1214,-0.0006,40
261528690,210,329,0.6383,1246,-0.0005,40
261583575,205,309,0.6634,1227,-0.0005,40
261637565,207,318,0.6509,1223,-0.0006,40
261691573,202,329,0.614,1237,-0.0005,40
261746565,209,321,0.6511,1242,-0.0005,40
261802565,207,306,0.6765,1220,-0.0004,40
261857565,208,325,0.64,1230,-0.0005,40
261911566,208,322,0.646,1243,-0.0006,40
261965566,208,311,0.6688,1232,-0.0005,45
262020566,207,311,0.6656,1220,-0.0002,40
262074566,207,325,0.6369,1233,-0.0005,45
262130567,208,321,0.648,1240,-0.0006,45
262184566,208,310,0.671,1224,-0.0003,45
262239575,206,315,0.654,1226,-0.0002,45
262293574,209,324,0.6451,1235,0.0002,50
262348575,209,313,0.6677,1235,0.0001,50
262404566,205,312,0.6571,1221,-0.0001,50
262459594,206,328,0.628,1240,0.0001,45
262513566,205,320,0.6406,1242,0.0005,50
262567566,207,310,0.6677,1225,0.0004,50
262622565,201,315,0.6381,1223,0.0004,50
262676565,208,326,0.638,1240,0.0005,50
262732565,211,315,0.6698,1233,0.0005,50
262786565,207,313,0.6613,1221,0.0004,45
262840565,207,322,0.6429,1231,0.0004,45
262894567,210,325,0.6462,1243,0.0003,45
262948566,210,316,0.6646,1237,0.0004,45
263005376,209,317,0.6593,1227,0.0005,45
263060574,209,329,0.6353,1243,0.0003,45
263114565,210,316,0.6646,1235,0.0003,45
263168565,210,315,0.6667,1227,0.0006,45
263223565,205,324,0.6327,1230,0.0004,45
263277565,210,326,0.6442,1242,0.0001,50
263333565,204,308,0.6623,1228,0.0002,50
263387566,208,315,0.6603,1219,0,50
263441566,204,321,0.6355,1231,0.0004,50
263496566,208,320,0.65,1240,0.0004,50
263550566,208,308,0.6753,1226,0,50
