ms,red,ir,ratio,adcAvg,ratioSlope,AI
680817584,31,87,0.3563,1116,-0.0061,45
680871583,57,87,0.6552,1111,-0.0064,45
680926596,56,86,0.6512,1110,-0.0062,45
680982404,57,88,0.6477,1117,-0.0059,45
681037585,58,86,0.6744,1108,-0.0059,45
681091615,55,85,0.6471,1106,-0.0057,45
681146615,58,88,0.6591,1114,-0.0056,45
681200615,60,85,0.7059,1113,-0.0059,45
681254615,58,88,0.6591,1110,-0.0059,45
681310615,59,87,0.6782,1112,-0.0058,50
681364615,58,87,0.6667,1117,-0.0057,50
681418615,60,87,0.6897,1114,-0.0057,45
681472615,56,87,0.6437,1111,-0.0057,50
681526615,54,86,0.6279,1114,-0.0057,45
681583420,57,88,0.6477,1119,-0.0058,50
681638382,56,86,0.6512,1113,-0.0059,50
681692598,57,87,0.6552,1111,-0.0043,55
681746596,59,88,0.6705,1115,-0.0042,55
681800629,56,87,0.6437,1117,-0.0042,55
681854585,59,89,0.6629,1111,-0.0042,55
681911585,56,88,0.6364,1114,-0.001,55
681965585,54,87,0.6207,1117,-0.0014,55
682019585,61,89,0.6854,1113,-0.001,55
682073585,56,87,0.6437,1111,-0.0009,55
682127585,58,88,0.6591,1115,-0.0007,55
682181583,54,86,0.6279,1119,-0.0005,55
682237585,59,90,0.6556,1114,-0.0005,55
682291459,56,88,0.6364,1113,0.0001,55
682346583,56,90,0.6222,1120,0.0004,50
682400585,55,88,0.625,1118,0.0007,55
682454585,54,86,0.6279,1112,0.0008,55
682510398,57,89,0.6404,1114,0.0009,60
682565334,56,88,0.6364,1116,0.0009,55
682619585,57,91,0.6264,1116,0.0009,55
682673585,57,90,0.6333,1111,0.0009,55
682727636,58,93,0.6237,1116,0.0008,50
682781585,58,90,0.6444,1118,0.0007,50
682838583,57,90,0.6333,1113,0.0005,50
682892585,56,90,0.6222,1114,0.0003,45
682946585,59,92,0.6413,1120,0.0001,45
683001585,58,92,0.6304,1117,0,45
683055585,58,92,0.6304,1115,0.0001,50
683112388,56,92,0.6087,1121,-0.001,45
683166585,55,91,0.6044,1120,-0.0004,45
683221594,59,93,0.6344,1113,-0.0001,45
683275596,53,87,0.6092,1114,0.0001,45
683330677,57,92,0.6196,1119,0.0005,50
683384585,8,42,0.1905,1116,0.0042,50
683441788,56,91,0.6154,1112,0.0042,50
683495585,56,92,0.6087,1120,0.0043,45
683549585,58,94,0.617,1120,0.0043,45
683603585,59,94,0.6277,1114,0.0044,50
683657585,61,94,0.6489,1115,0.0044,50
683713389,58,94,0.617,1121,0.0044,50
683767585,54,91,0.5934,1119,0.0043,50
683821585,55,92,0.5978,1116,0.0042,50
683875583,11,47,0.234,1115,0.002,50
683929585,53,90,0.5889,1120,0.0017,55
683983585,53,88,0.6023,1117,0.0015,55
684040594,56,93,0.6022,1112,0.0012,55
684095702,53,91,0.5824,1118,0.0006,50
684149615,55,92,0.5978,1118,0.0002,55
684203615,55,92,0.5978,1113,0,55
684257616,55,93,0.5914,1116,0.0002,55
684311585,57,92,0.6196,1117,0.0004,55
684368584,54,94,0.5745,1115,0.0008,55
684422585,53,91,0.5824,1113,0.0012,55
684476585,58,93,0.6237,1117,-0.0024,55
684530585,55,91,0.6044,1119,-0.0023,60
684584585,56,91,0.6154,1114,-0.0024,60
684640585,53,89,0.5955,1112,-0.0023,55
684694585,53,88,0.6023,1116,-0.0022,55
684748585,53,91,0.5824,1117,-0.0022,55
684803587,53,90,0.5889,1113,-0.0022,60
684857595,53,89,0.5955,1111,-0.0022,60
684912585,54,91,0.5934,1118,-0.0022,55
684968585,54,92,0.587,1114,-0.0004,55
685022585,58,93,0.6237,1113,-0.0001,50
685076615,53,92,0.5761,1119,-0.0003,55
685130615,55,92,0.5978,1119,-0.0004,55
685184615,55,94,0.5851,1116,-0.0003,55
685240617,54,91,0.5934,1111,-0.0004,55
685295615,56,88,0.6364,1116,0.0001,55
685349615,51,87,0.5862,1115,0.0002,55
685403615,55,89,0.618,1109,0.0002,55
685457615,52,89,0.5843,1111,0.0001,50
685511615,54,89,0.6067,1117,-0.0001,55
685567595,52,89,0.5843,1113,0.0002,55
685621593,52,89,0.5843,1111,0.0004,55
685675933,51,92,0.5543,1117,0.0007,55
685729615,52,89,0.5843,1118,0.0007,55
685783615,53,91,0.5824,1117,0.0008,55
685840420,51,90,0.5667,1114,0.0008,50
685894615,54,92,0.587,1121,0.0008,50
685949615,50,88,0.5682,1116,0.0007,50
686003616,51,91,0.5604,1110,0.0006,50
686057615,51,88,0.5795,1110,0.0005,50
686111615,51,90,0.5667,1115,0.0002,50
686167615,50,87,0.5747,1112,0.0002,50
686222615,54,90,0.6,1109,0.0002,50
686276615,52,89,0.5843,1113,0.0002,50
686331327,52,88,0.5909,1116,0.0001,50
686385595,53,91,0.5824,1112,-0.0006,45
686439593,52,92,0.5652,1111,-0.0003,45
686496615,53,91,0.5824,1118,0.0001,50
686552612,52,91,0.5714,1113,0.0003,45
686606615,50,87,0.5747,1109,0.0006,50
686660615,51,89,0.573,1114,0.0007,45
686714615,28,88,0.3182,1116,0.0025,45
686770615,49,88,0.5568,1108,0.0025,45
686824615,48,87,0.5517,1109,0.0026,45
686878615,51,89,0.573,1114,0.0026,45
686932615,51,87,0.5862,1113,0.0026,50
686987615,53,90,0.5889,1109,0.0026,50
687041615,52,89,0.5843,1111,0.0026,50
687097595,54,93,0.5806,1118,0.0027,45
687151593,53,92,0.5761,1114,0.0027,45
687207374,53,92,0.5761,1111,0.0027,45
687261615,49,87,0.5632,1115,0.0026,45
687316585,46,86,0.5349,1113,0.002,45
687372616,48,87,0.5517,1108,0.0016,45
687427585,50,92,0.5435,1120,0.001,45
687481615,51,89,0.573,1114,0.0009,45
687535615,50,89,0.5618,1113,0.001,45
687590612,49,87,0.5632,1110,0.0012,50
687644615,50,90,0.5556,1115,0.0014,45
687701612,51,91,0.5604,1112,0.0015,50
687755615,52,90,0.5778,1111,0.0015,50
687809590,50,89,0.5618,1114,-0.0002,45
687863598,4,43,0.093,1116,0.0023,50
687917596,49,86,0.5698,1111,0.0022,50
687973779,50,87,0.5747,1108,0.0022,50
688027616,50,87,0.5747,1111,0.0022,50
688081612,48,87,0.5517,1112,0.0022,50
688135616,50,87,0.5747,1107,0.0022,55
688189615,48,85,0.5647,1107,0.0021,55
688244612,50,88,0.5682,1113,0.0021,55
688300615,47,85,0.5529,1111,0.0019,55
688355585,22,91,0.2418,1112,-0.0008,55
688409616,49,89,0.5506,1114,-0.0006,55
688463585,52,93,0.5591,1117,-0.0005,55
688517615,50,92,0.5435,1114,-0.0005,55
688573419,51,90,0.5667,1111,-0.0006,55
688628596,50,91,0.5495,1116,-0.0004,55
688682598,49,88,0.5568,1111,-0.0004,55
688736615,52,92,0.5652,1108,-0.0005,55
688790615,53,90,0.5889,1108,-0.0007,55
688844615,51,91,0.5604,1113,-0.0006,60
688900615,46,87,0.5287,1111,-0.0004,55
688954615,50,90,0.5556,1108,-0.0028,60
689009616,48,89,0.5393,1112,-0.0027,55
689063616,52,91,0.5714,1113,-0.0027,55
689118589,47,88,0.5341,1110,-0.0027,55
689172616,53,95,0.5579,1112,-0.0027,55
689228615,51,94,0.5426,1120,-0.0027,55
689282615,49,92,0.5326,1115,-0.0028,50
689336585,50,91,0.5495,1108,-0.0029,55
689390849,48,89,0.5393,1110,-0.003,50
689444597,6,46,0.1304,1111,-0.004,50
689501333,52,89,0.5843,1109,-0.0036,45
689555615,51,90,0.5667,1107,-0.0035,45
689609615,51,89,0.573,1111,-0.0032,45
689664616,50,89,0.5618,1113,-0.0032,45
689718615,48,89,0.5393,1110,-0.0031,45
689773585,51,91,0.5604,1109,-0.0031,45
689829616,46,85,0.5412,1114,-0.0029,40
689884585,48,90,0.5333,1112,-0.0023,40
689938615,7,46,0.1522,1109,0.0011,40
689992615,48,90,0.5333,1114,0.001,40
690047612,48,86,0.5581,1112,0.001,40
690104116,47,85,0.5529,1101,0.001,40
690158598,48,87,0.5517,1107,0.001,35
690212596,48,85,0.5647,1110,0.001,35
690266616,46,85,0.5412,1108,0.001,40
690320615,48,88,0.5455,1105,0.001,40
690374616,47,87,0.5402,1107,0.001,40
690430615,48,86,0.5581,1113,0.001,40
690484615,47,88,0.5341,1110,0.001,40
690539616,47,85,0.5529,1107,0.0045,45
690593616,49,90,0.5444,1112,0.0041,45
690647615,44,85,0.5176,1115,0.0036,40
690703420,48,87,0.5517,1109,0.0033,45
690757615,48,87,0.5517,1111,0.0031,45
690812612,46,87,0.5287,1116,0.0033,45
690866615,48,86,0.5581,1110,0.0033,45
690920596,47,88,0.5341,1105,0.0034,45
690974598,47,86,0.5465,1105,0.0033,50
691031357,50,82,0.6098,1109,-0.0005,50
691085613,47,87,0.5402,1106,-0.0006,50
691139613,44,86,0.5116,1105,-0.0003,50
691193613,47,86,0.5465,1109,-0.0003,55
691247582,47,84,0.5595,1111,-0.0003,55
691301616,46,86,0.5349,1108,-0.0003,55
691357615,45,85,0.5294,1108,-0.0003,50
691411615,48,88,0.5455,1114,-0.0003,50
691466615,43,84,0.5119,1112,-0.0004,50
691520615,45,87,0.5172,1109,-0.0006,55
691574615,48,87,0.5517,1108,-0.0005,55
691631615,48,86,0.5581,1113,-0.0004,55
691686255,47,86,0.5465,1105,-0.0004,55
691740593,48,86,0.5581,1104,0,55
691794595,47,86,0.5465,1111,0,55
691849615,50,87,0.5747,1109,0.0003,55
691903615,50,89,0.5618,1105,-0.0002,50
691959615,46,88,0.5227,1110,0.0003,55
692013615,47,87,0.5402,1113,0.0002,55
692068584,51,90,0.5667,1108,0,55
692122615,47,87,0.5402,1108,0.0006,55
692176615,47,86,0.5465,1112,0.0005,55
692233615,49,89,0.5506,1113,0.0003,55
692287615,44,85,0.5176,1109,0.0004,55
692342615,48,90,0.5333,1115,0.0005,60
692396616,48,87,0.5517,1112,0.0005,60
692450615,48,89,0.5393,1113,0.0005,60
692504591,48,87,0.5517,1105,0.0005,60
692560910,47,89,0.5281,1113,0.0006,55
692614615,48,87,0.5517,1112,0.0008,60
692668616,49,87,0.5632,1108,0.0008,55
692723615,47,88,0.5341,1108,0.0006,60
692777616,51,91,0.5604,1114,0.0008,55
692833419,49,87,0.5632,1111,0.0008,60
692887615,50,91,0.5495,1109,0.0009,60
692941615,48,90,0.5333,1112,0.0003,55
692995616,48,87,0.5517,1116,0.0004,55
693049615,49,89,0.5506,1112,0.0001,50
693103616,46,87,0.5287,1108,0.0002,50
693160584,48,89,0.5393,1112,0.0005,55
693214616,47,87,0.5402,1114,0.0005,55
693269915,50,93,0.5376,1113,0.0005,50
693323590,47,88,0.5341,1108,0.0006,45
693377886,48,93,0.5161,1118,0.0006,45
693431615,49,89,0.5506,1113,0.0006,45
693488585,52,89,0.5843,1109,0.0005,45
693542615,51,90,0.5667,1112,0.0006,40
693596616,50,89,0.5618,1117,0.0006,40
693651648,47,89,0.5281,1113,0.0006,40
693705615,49,90,0.5444,1110,0.0006,40
693761615,46,86,0.5349,1114,0.0004,35
693815615,45,84,0.5357,1112,0.0004,40
693869615,47,87,0.5402,1106,0.0002,40
693924616,45,86,0.5233,1111,-0.0003,40
693978615,49,90,0.5444,1115,-0.0003,40
694032616,46,85,0.5412,1112,-0.0002,40
694089598,49,91,0.5385,1111,0,45
694143667,50,91,0.5495,1113,0,45
694197615,50,89,0.5618,1115,-0.0004,45
694251615,48,88,0.5455,1112,-0.0005,40
694305615,51,89,0.573,1109,-0.0007,45
694361616,48,89,0.5393,1116,-0.0007,45
694416615,46,86,0.5349,1113,-0.0007,45
694470615,47,87,0.5402,1107,-0.0008,50
694524615,50,88,0.5682,1107,-0.0009,50
694578615,47,86,0.5465,1112,-0.0008,50
694632616,44,83,0.5301,1110,-0.0009,50
694689612,49,88,0.5568,1106,-0.0009,50
694743585,46,85,0.5412,1112,-0.0008,50
694797628,48,88,0.5455,1115,-0.0008,50
694851598,46,87,0.5287,1112,-0.0009,50
694905596,50,91,0.5495,1112,-0.0008,45
694961615,52,91,0.5714,1116,-0.0005,50
695015622,48,92,0.5217,1115,-0.0005,50
695070612,49,91,0.5385,1112,-0.0005,55
695124615,51,89,0.573,1112,-0.0001,55
695178615,50,89,0.5618,1114,-0.0004,50
695232615,50,88,0.5682,1113,-0.0007,50
695288615,50,88,0.5682,1106,-0.0007,55
695343612,47,87,0.5402,1112,-0.0007,55
695397616,48,89,0.5393,1115,-0.0004,55
695451615,45,85,0.5294,1111,-0.0003,55
695505615,48,89,0.5393,1109,-0.0004,55
695561419,46,88,0.5227,1116,-0.0003,50
695616596,48,90,0.5333,1114,-0.0002,55
695670598,48,90,0.5333,1112,-0.0002,55
695724732,48,91,0.5275,1116,-0.0002,55
695778598,49,92,0.5326,1119,-0.0003,60
695832741,48,88,0.5455,1112,-0.0002,60
695888615,49,91,0.5385,1109,-0.0003,55
695942615,48,90,0.5333,1110,-0.0003,55
695996612,51,87,0.5862,1113,0.0001,50
696050615,49,88,0.5568,1111,-0.0001,50
696104615,47,88,0.5341,1107,0,50
696159612,52,88,0.5909,1109,0.0007,45
696215615,45,86,0.5233,1113,0,45
696270616,47,88,0.5341,1109,0.0004,45
696324615,47,88,0.5341,1109,0.0008,45
696378699,46,88,0.5227,1114,0.0014,45
696432596,48,89,0.5393,1113,0.0014,50
696488403,45,87,0.5172,1109,0.0015,50
696542616,48,91,0.5275,1115,0.0016,50
696596615,48,87,0.5517,1111,0.0015,50
696651615,47,83,0.5663,1102,0.0013,50
696705616,46,84,0.5476,1101,0.0013,45
696759615,47,88,0.5341,1105,0.0013,45
696816615,47,86,0.5465,1107,0.0013,45
696870616,51,88,0.5795,1104,0.0014,45
696925616,46,85,0.5412,1104,0.0014,45
696979615,51,88,0.5795,1108,0.0016,50
697034585,45,85,0.5294,1106,0.0016,50
697088616,46,87,0.5287,1103,0.0011,50
697146596,47,87,0.5402,1109,0.001,50
697200598,46,86,0.5349,1107,0.001,50
697254585,46,84,0.5476,1099,0.0004,50
697308583,45,84,0.5357,1099,0.0006,50
697362583,46,84,0.5476,1104,0.0004,45
697418584,45,82,0.5488,1096,0.0002,50
697472583,46,86,0.5349,1094,0.0001,50
697527583,47,85,0.5529,1099,-0.0001,50
697581585,47,83,0.5663,1101,-0.0005,50
697635585,45,84,0.5357,1097,-0.0005,50
697689585,48,86,0.5581,1095,-0.0006,50
697745585,49,87,0.5632,1101,-0.0006,50
697800584,47,84,0.5595,1100,-0.0006,50
697854585,49,88,0.5568,1097,-0.0006,45
697908684,44,82,0.5366,1095,-0.0006,45
697962595,45,82,0.5488,1098,-0.0007,45
698019373,41,77,0.5325,1091,-0.0007,45
698073583,44,81,0.5432,1089,-0.0009,45
698127584,47,84,0.5595,1096,-0.0007,50
698181584,46,84,0.5476,1100,-0.0005,45
698235583,45,82,0.5488,1095,-0.0005,50
698289727,48,82,0.5854,1090,0.0001,50
698345585,48,84,0.5714,1098,0.0004,50
698399585,47,85,0.5529,1098,0.0007,50
698454585,49,88,0.5568,1095,0.0005,45
698508585,49,87,0.5632,1098,0.0004,50
698562585,47,85,0.5529,1104,0.0001,50
698618587,49,82,0.5976,1099,-0.0003,45
698672585,45,80,0.5625,1094,-0.0003,45
698727594,44,83,0.5301,1097,-0.0002,45
698781596,46,81,0.5679,1097,-0.0003,40
698835590,44,62,0.7097,1094,-0.0008,45
698889585,48,82,0.5854,1092,-0.0009,45
698946583,45,79,0.5696,1099,-0.0009,45
699000585,47,83,0.5663,1100,-0.0009,40
699054585,48,84,0.5714,1095,-0.0008,45
699108771,47,83,0.5663,1095,-0.0007,40
699162585,48,86,0.5581,1103,-0.0006,40
699218389,49,86,0.5698,1101,-0.0005,40
699272585,48,85,0.5647,1099,-0.0004,35
699326583,49,86,0.5698,1103,-0.0002,40
699381583,50,87,0.5747,1109,-0.0003,40
699436583,52,90,0.5778,1105,-0.0002,45
699491596,50,90,0.5556,1105,-0.0002,45
699547593,51,91,0.5604,1112,-0.0002,45
699602585,48,89,0.5393,1108,0.0001,45
699656585,50,91,0.5495,1106,0.0001,45
699711584,49,87,0.5632,1107,0.0004,45
699765585,47,82,0.5732,1106,0.0003,50
699821390,50,85,0.5882,1101,0,50
699875585,49,83,0.5904,1098,-0.0002,55
699929670,50,88,0.5682,1104,0.0004,55
699984585,48,83,0.5783,1103,0.0004,55
700038585,50,87,0.5747,1098,0.0004,55
700092585,48,85,0.5647,1100,0.0004,55
700148585,50,84,0.5952,1107,0.0004,55
700203371,50,86,0.5814,1103,0.0005,55
700257595,49,87,0.5632,1103,0.0005,55
700311587,50,88,0.5682,1108,0.0005,55
700366583,48,87,0.5517,1111,0.0004,55
700422387,50,89,0.5618,1108,0.0003,55
700477583,51,89,0.573,1110,0.0003,55
700531583,52,90,0.5778,1114,0.0003,55
700586584,48,84,0.5714,1105,0.0005,55
700640585,48,84,0.5714,1102,0.0004,55
700694585,47,84,0.5595,1104,0.0001,50
700750584,27,84,0.3214,1104,0.0027,50
700804584,48,84,0.5714,1100,0.0026,50
700859583,49,81,0.6049,1102,0.0023,45
700913585,48,84,0.5714,1108,0.0025,45
700967585,50,83,0.6024,1107,0.0024,45
701024399,49,85,0.5765,1103,0.0024,45
701079729,52,89,0.5843,1110,0.0023,45
701133585,49,86,0.5698,1112,0.0023,45
701187585,47,85,0.5529,1109,0.0023,45
701242585,50,87,0.5747,1108,0.0023,50
701296585,48,86,0.5581,1114,0.0022,50
701352585,48,84,0.5714,1109,0.0022,45
701406585,47,82,0.5732,1102,0.0023,50
701460585,48,85,0.5647,1106,0.0024,45
701514585,47,82,0.5732,1107,0.0025,45
701568660,49,86,0.5698,1106,0.0025,45
701622585,49,84,0.5833,1103,0.0025,45
701679585,54,87,0.6207,1108,0.0032,50
701733594,49,85,0.5765,1111,0.0032,50
701787596,50,85,0.5882,1106,0.0028,55
701841594,49,85,0.5765,1105,-0.0001,50
701895681,51,85,0.6,1111,-0.0004,55
701951617,50,87,0.5747,1112,-0.0001,50
702006617,49,88,0.5568,1109,0,50
702060617,51,90,0.5667,1112,0.0002,55
702114617,50,86,0.5814,1112,0.0002,55
702168617,48,83,0.5783,1107,0.0002,50
702223617,47,82,0.5732,1103,0.0002,50
702279585,48,85,0.5647,1108,0.0002,50
702334585,49,85,0.5765,1108,0.0002,50
702389585,50,88,0.5682,1104,0.0002,50
702443585,49,85,0.5765,1105,0.0003,45
702497585,48,83,0.5783,1110,0.0003,50
702553598,47,85,0.5529,1109,0.0002,50
702608375,53,88,0.6023,1106,0.0005,50
702662585,49,87,0.5632,1110,0.0004,50
702716585,52,88,0.5909,1114,0.0005,50
702770585,50,89,0.5618,1111,-0.0003,45
702824585,49,85,0.5765,1106,-0.0003,45
702882585,53,86,0.6163,1111,-0.0007,45
702936585,47,82,0.5732,1105,-0.0007,45
702991585,49,84,0.5833,1101,-0.0005,45
703045585,49,85,0.5765,1105,-0.0005,45
703099585,49,86,0.5698,1109,-0.0006,40
703156585,48,85,0.5647,1100,-0.0006,40
703211319,50,87,0.5747,1104,-0.0006,45
703265598,46,83,0.5542,1107,-0.0005,45
703319589,47,83,0.5663,1105,-0.0005,45
703373700,47,83,0.5663,1101,-0.0005,50
703427585,50,85,0.5882,1102,-0.0005,50
703484583,48,86,0.5581,1107,-0.0005,50
703538585,50,86,0.5814,1101,-0.0005,45
703592585,49,82,0.5976,1095,-0.0004,50
703647585,47,81,0.5802,1100,-0.0001,50
703701585,45,80,0.5625,1099,-0.0005,50
703758585,45,81,0.5556,1094,-0.0006,45
703812583,46,83,0.5542,1101,-0.0011,45
703867583,45,80,0.5625,1099,-0.0011,45
703921585,47,85,0.5529,1099,-0.0007,45
703976315,46,83,0.5542,1095,0.0001,50
704030594,9,48,0.1875,1102,0.0044,45
704087368,48,86,0.5581,1100,0.0047,50
704141585,50,86,0.5814,1097,0.0046,50
704195585,47,85,0.5529,1100,0.0047,55
704250585,50,83,0.6024,1100,0.0045,50
704304584,48,83,0.5783,1093,0.0045,50
704360585,46,82,0.561,1092,0.0045,50
704414585,47,82,0.5732,1096,0.0045,45
704468585,45,79,0.5696,1094,0.0045,45
704522585,46,81,0.5679,1091,0.0044,40
704576585,45,80,0.5625,1090,0.0045,40
704630585,49,87,0.5632,1100,0.0044,40
704686584,47,82,0.5732,1094,0.0042,45
704740584,48,86,0.5581,1094,0.004,45
704795595,48,85,0.5647,1095,0.004,45
704849593,48,87,0.5517,1099,0.004,50
704903688,46,80,0.575,1091,0.0043,45
704959388,50,81,0.6173,1086,0.005,50
705014582,44,78,0.5641,1090,0.0049,45
705068582,48,77,0.6234,1089,0.004,50
705122582,45,79,0.5696,1087,-0.0003,45
705177589,49,81,0.6049,1086,-0.0008,45
705231582,48,80,0.6,1092,-0.0009,45
705287584,45,79,0.5696,1090,-0.001,45
705341584,47,81,0.5802,1088,-0.0009,45
705395584,43,77,0.5584,1091,-0.0008,50
705450584,48,84,0.5714,1100,-0.0009,50
705504584,48,82,0.5854,1094,-0.0009,50
705561399,48,82,0.5854,1088,-0.0009,55
705615593,47,78,0.6026,1093,-0.0008,60
705670584,48,81,0.5926,1089,-0.0007,55
705724584,44,76,0.5789,1083,-0.0006,50
705779582,47,76,0.6184,1086,-0.0003,55
705833584,45,76,0.5921,1091,0,50
705890582,45,77,0.5844,1085,0.0002,50
705944584,45,75,0.6,1086,0.0007,50
705998584,43,75,0.5733,1092,0.0007,50
706052584,4,37,0.1081,1092,-0.0066,45
706106584,46,78,0.5897,1088,-0.0069,45
706162388,46,80,0.575,1092,-0.0063,40
706216584,44,77,0.5714,1097,-0.0063,40
706270584,46,82,0.561,1098,-0.0059,40
706325586,48,82,0.5854,1092,-0.0058,40
706379601,51,82,0.622,1094,-0.0061,40
706433712,50,70,0.7143,1101,-0.0068,45
706489584,50,86,0.5814,1097,-0.0069,40
706544582,49,84,0.5833,1096,-0.0069,45
706598584,51,83,0.6145,1101,-0.007,40
706652584,44,76,0.5789,1096,-0.007,40
706707584,49,80,0.6125,1089,-0.0069,40
706763387,49,81,0.6049,1092,-0.0069,40
706817584,44,78,0.5641,1094,-0.007,40
706871584,47,81,0.5802,1093,-0.0072,45
706925584,46,78,0.5897,1090,-0.0073,45
706979584,49,82,0.5976,1094,-0.0071,50
707033584,47,79,0.5949,1098,-0.0072,45
707089594,47,83,0.5663,1099,-0.0073,45
707143592,49,83,0.5904,1095,-0.0004,50
707198813,51,82,0.622,1097,-0.0008,50
707252584,48,81,0.5926,1100,-0.0011,50
707306584,50,85,0.5882,1097,-0.0013,50
707360584,49,84,0.5833,1098,-0.0015,50
707416584,52,85,0.6118,1105,-0.0017,50
707471584,49,80,0.6125,1098,-0.0016,50
707525584,51,80,0.6375,1093,-0.0012,50
707579584,48,80,0.6,1095,-0.0013,45
707633584,50,79,0.6329,1097,-0.0014,45
707689584,46,80,0.575,1094,-0.0014,50
707744584,47,79,0.5949,1094,-0.0014,50
707798596,48,80,0.6,1099,-0.0014,55
707852883,45,78,0.5769,1101,-0.0015,50
707906595,51,83,0.6145,1097,-0.0012,50
707960597,51,85,0.6,1097,-0.0011,45
708016584,51,86,0.593,1106,-0.0011,45
708070584,49,82,0.5976,1102,-0.0011,45
708125584,50,85,0.5882,1098,-0.0012,45
708179584,50,85,0.5882,1103,-0.0009,50
708233584,57,87,0.6552,1106,0.0001,50
708289584,49,82,0.5976,1100,0.0004,50
708343584,48,81,0.5926,1096,0.0004,50
708398582,52,83,0.6265,1101,0,55
708452584,51,80,0.6375,1100,-0.0006,55
708506584,49,82,0.5976,1098,-0.0004,55
708560584,47,80,0.5875,1098,-0.0003,50
708616645,51,82,0.622,1104,-0.0002,50
708671595,47,80,0.5875,1102,-0.0001,50
708725597,50,82,0.6098,1099,-0.0001,50
708779756,50,83,0.6024,1102,-0.0001,45
708833584,49,85,0.5765,1110,-0.0001,45
708889387,48,82,0.5854,1103,-0.0002,45
708943584,49,84,0.5833,1102,-0.0001,45
708997584,51,86,0.593,1107,-0.0003,50
709052582,52,81,0.642,1106,0,50
709106614,48,80,0.6,1099,0.0001,45
709160614,50,81,0.6173,1098,0.0003,50
709217614,48,79,0.6076,1103,0.0005,45
709271614,52,81,0.642,1100,0.0012,50
709325614,48,81,0.5926,1099,0.0003,45
709379614,47,78,0.6026,1100,0.0002,45
709433303,51,83,0.6145,1105,-0.0001,50
709487597,49,81,0.6049,1103,0.0002,45
709544290,51,86,0.593,1101,0.0006,45
709598614,50,83,0.6024,1106,0.0006,45
709652614,50,84,0.5952,1111,0.0005,45
709706614,50,85,0.5882,1105,0.0007,40
709760622,49,85,0.5765,1102,0.0007,40
709816583,52,82,0.6341,1107,0.0007,40
709870583,49,78,0.6282,1103,0.0007,40
709924583,51,81,0.6296,1099,0.0007,40
709979584,51,81,0.6296,1100,0.0008,45
710033583,51,81,0.6296,1104,0.001,45
710087614,52,81,0.642,1103,0.0012,50
710144614,54,83,0.6506,1099,0.0013,50
710198458,51,82,0.622,1104,0.0015,45
710252595,6,39,0.1538,1106,-0.003,50
710306588,45,80,0.5625,1103,-0.0036,50
710360742,49,81,0.6049,1100,-0.004,50
710416418,48,84,0.5714,1108,-0.0043,50
710471614,51,85,0.6,1109,-0.0043,50
710525614,50,82,0.6098,1100,-0.0042,50
710579614,50,85,0.5882,1100,-0.004,55
710633614,50,83,0.6024,1106,-0.0041,55
710687614,47,82,0.5732,1103,-0.0039,55
710743614,50,83,0.6024,1101,-0.0039,55
710797614,52,83,0.6265,1103,-0.0041,60
710851614,48,81,0.5926,1107,-0.0042,60
710906614,52,83,0.6265,1103,-0.0042,65
710961614,52,84,0.619,1101,-0.0042,60
711018399,47,81,0.5802,1108,-0.0042,55
711072597,51,84,0.6071,1105,-0.0043,55
711127614,48,82,0.5854,1103,-0.0044,50
711181614,51,83,0.6145,1105,-0.0046,50
711236611,51,80,0.6375,1106,-0.0047,50
711290614,48,81,0.5926,1103,-0.0049,50
711347611,48,80,0.6,1101,-0.0005,50
711401614,48,81,0.5926,1105,-0.0002,50
711455614,46,78,0.5897,1103,-0.0004,45
711509614,11,39,0.2821,1099,-0.0045,45
711563614,49,80,0.6125,1101,-0.0047,40
711617614,48,79,0.6076,1106,-0.0047,40
711673614,51,83,0.6145,1103,-0.005,40
711727614,51,83,0.6145,1101,-0.0051,45
711782597,51,83,0.6145,1106,-0.0054,45
711836600,47,79,0.5949,1107,-0.0054,45
711890645,50,65,0.7692,1100,-0.0061,45
711946614,46,78,0.5897,1099,-0.0061,45
712001614,52,83,0.6265,1105,-0.0061,45
712055614,47,79,0.5949,1102,-0.0061,45
712109614,50,83,0.6024,1101,-0.0061,50
712163614,49,80,0.6125,1099,-0.0061,50
712217614,50,81,0.6173,1101,-0.006,50
712274611,49,81,0.6049,1101,-0.006,50
712328583,52,78,0.6667,1099,-0.0058,50
712382583,50,83,0.6024,1106,-0.0057,45
712437583,52,82,0.6341,1106,-0.0054,50
712491583,49,79,0.6203,1098,-0.0051,50
712548597,48,79,0.6076,1097,-0.0049,50
712602597,49,78,0.6282,1100,0.0001,55
712658584,45,77,0.5844,1094,0.0005,60
712712584,50,80,0.625,1094,0.0003,55
712766584,48,75,0.64,1099,0,55
712820584,50,80,0.625,1099,-0.0001,50
712877584,49,80,0.6125,1094,-0.0001,50
712931584,49,82,0.5976,1103,-0.0001,50
712985584,50,81,0.6173,1104,0.0007,50
713040584,51,83,0.6145,1101,0.0006,50
713095584,52,82,0.6341,1096,0.0006,50
713152584,51,78,0.6538,1099,0.0005,50
713207395,48,77,0.6234,1094,0.0005,45
713261595,49,77,0.6364,1091,0.0006,45
713315586,50,81,0.6173,1097,0.0006,45
713370584,49,80,0.6125,1099,0.0006,45
713424584,49,80,0.6125,1095,0.0003,45
713481584,49,79,0.6203,1097,0.0004,50
713535584,51,81,0.6296,1102,0.0004,50
