ms,red,ir,ratio,adcAvg,ratioSlope,AI
889576589,33,42,0.7857,1054,-0.0035,55
889631611,36,44,0.8182,1056,-0.0038,55
889685611,38,41,0.9268,1061,-0.0053,55
889740611,35,43,0.814,1059,-0.0051,55
889796414,37,44,0.8409,1057,-0.0052,55
889851611,39,48,0.8125,1065,-0.005,50
889905611,39,46,0.8478,1065,-0.0052,55
889959611,39,48,0.8125,1062,-0.0053,55
890013611,33,43,0.7674,1062,-0.0052,50
890067610,39,47,0.8298,1064,-0.0051,50
